,prx,time (s),epc96
0,-29,29.012329,e280116060000205403de047
1,-29,29.043419,e280116060000205403de047
2,-29,29.052815,e280116060000205403de047
3,-30,29.077646,e280116060000205403de047
797,-32,29.093358,e280116060000205403e136b
4,-31,29.108281,e280116060000205403de047
798,-29,29.118305,e280116060000205403e136b
5,-29,29.126849,e280116060000205403de047
6,-29,29.138979,e280116060000205403de047
799,-31,29.146997,e280116060000205403e136b
800,-31,29.165571,e280116060000205403e136b
801,-31,29.197012,e280116060000205403e136b
802,-31,29.224603,e280116060000205403e136b
7,-31,29.238927,e280116060000205403de047
803,-33,29.266025,e280116060000205403e136b
804,-33,29.278148,e280116060000205403e136b
805,-33,29.296352,e280116060000205403e136b
8,-31,29.313939,e280116060000205403de047
9,-31,29.339809,e280116060000205403de047
806,-30,29.356091,e280116060000205403e136b
10,-29,29.363941,e280116060000205403de047
807,-32,29.388238,e280116060000205403e136b
11,-31,29.411757,e280116060000205403de047
808,-32,29.421875,e280116060000205403e136b
809,-30,29.44974,e280116060000205403e136b
12,-29,29.467186,e280116060000205403de047
13,-31,29.488044,e280116060000205403de047
810,-33,29.504852,e280116060000205403e136b
14,-30,29.519161,e280116060000205403de047
811,-32,29.531025,e280116060000205403e136b
15,-29,29.544413,e280116060000205403de047
812,-32,29.558464,e280116060000205403e136b
16,-31,29.579203,e280116060000205403de047
813,-32,29.589598,e280116060000205403e136b
814,-29,29.608018,e280116060000205403e136b
17,-29,29.637855,e280116060000205403de047
18,-32,29.650014,e280116060000205403de047
815,-31,29.660194,e280116060000205403e136b
816,-29,29.684988,e280116060000205403e136b
817,-31,29.712137,e280116060000205403e136b
19,-31,29.733436,e280116060000205403de047
818,-29,29.748885,e280116060000205403e136b
20,-32,29.780233,e280116060000205403de047
819,-32,29.822916,e280116060000205403e136b
820,-33,29.841414,e280116060000205403e136b
21,-33,29.876668,e280116060000205403de047
22,-33,29.895025,e280116060000205403de047
821,-31,29.944341,e280116060000205403e136b
23,-34,29.977222,e280116060000205403de047
822,-34,29.990594,e280116060000205403e136b
24,-34,30.009604,e280116060000205403de047
823,-34,30.028944,e280116060000205403e136b
824,-34,30.063438,e280116060000205403e136b
825,-32,30.104927,e280116060000205403e136b
25,-33,30.119025,e280116060000205403de047
826,-31,30.145896,e280116060000205403e136b
827,-31,30.161374,e280116060000205403e136b
828,-32,30.173794,e280116060000205403e136b
26,-33,30.188262,e280116060000205403de047
27,-34,30.201976,e280116060000205403de047
829,-31,30.226781,e280116060000205403e136b
830,-29,30.23362,e280116060000205403e136b
28,-32,30.241922,e280116060000205403de047
29,-30,30.266536,e280116060000205403de047
30,-34,30.279279,e280116060000205403de047
831,-30,30.309518,e280116060000205403e136b
832,-32,30.323278,e280116060000205403e136b
833,-34,30.353671,e280116060000205403e136b
31,-34,30.382564,e280116060000205403de047
32,-34,30.394828,e280116060000205403de047
834,-31,30.408537,e280116060000205403e136b
835,-31,30.420783,e280116060000205403e136b
33,-33,30.441095,e280116060000205403de047
34,-32,30.479682,e280116060000205403de047
35,-33,30.513664,e280116060000205403de047
836,-29,30.524443,e280116060000205403e136b
36,-30,30.551959,e280116060000205403de047
37,-31,30.559076,e280116060000205403de047
38,-30,30.573232,e280116060000205403de047
39,-31,30.613666,e280116060000205403de047
837,-30,30.638677,e280116060000205403e136b
838,-31,30.653989,e280116060000205403e136b
40,-33,30.67121,e280116060000205403de047
839,-33,30.680008,e280116060000205403e136b
840,-33,30.707848,e280116060000205403e136b
841,-33,30.74234,e280116060000205403e136b
842,-32,30.762822,e280116060000205403e136b
41,-31,30.773167,e280116060000205403de047
843,-31,30.789936,e280116060000205403e136b
844,-33,30.803627,e280116060000205403e136b
42,-31,30.821584,e280116060000205403de047
845,-31,30.836648,e280116060000205403e136b
846,-31,30.855254,e280116060000205403e136b
847,-31,30.882792,e280116060000205403e136b
43,-29,30.890362,e280116060000205403de047
44,-31,30.903015,e280116060000205403de047
45,-30,30.915511,e280116060000205403de047
848,-31,30.931659,e280116060000205403e136b
849,-32,30.969467,e280116060000205403e136b
46,-30,31.023095,e280116060000205403de047
850,-29,31.053893,e280116060000205403e136b
851,-29,31.07237,e280116060000205403e136b
852,-29,31.08507,e280116060000205403e136b
47,-30,31.114757,e280116060000205403de047
48,-29,31.128488,e280116060000205403de047
49,-29,31.159378,e280116060000205403de047
50,-29,31.179846,e280116060000205403de047
853,-31,31.189583,e280116060000205403e136b
51,-29,31.200432,e280116060000205403de047
52,-29,31.221188,e280116060000205403de047
854,-30,31.23859,e280116060000205403e136b
855,-30,31.251177,e280116060000205403e136b
856,-30,31.26403,e280116060000205403e136b
53,-29,31.29828,e280116060000205403de047
54,-31,31.336525,e280116060000205403de047
55,-33,31.363979,e280116060000205403de047
857,-34,31.383643,e280116060000205403e136b
56,-32,31.401062,e280116060000205403de047
858,-34,31.42296,e280116060000205403e136b
859,-32,31.43678,e280116060000205403e136b
860,-32,31.466919,e280116060000205403e136b
57,-31,31.493276,e280116060000205403de047
861,-31,31.50826,e280116060000205403e136b
58,-30,31.517894,e280116060000205403de047
59,-30,31.536484,e280116060000205403de047
60,-29,31.582833,e280116060000205403de047
862,-32,31.601815,e280116060000205403e136b
61,-31,31.620696,e280116060000205403de047
863,-31,31.651097,e280116060000205403e136b
62,-31,31.660256,e280116060000205403de047
864,-31,31.678808,e280116060000205403e136b
63,-31,31.693779,e280116060000205403de047
865,-31,31.733489,e280116060000205403e136b
866,-31,31.756492,e280116060000205403e136b
64,-32,31.783191,e280116060000205403de047
867,-31,31.805583,e280116060000205403e136b
868,-29,31.817986,e280116060000205403e136b
65,-29,31.832861,e280116060000205403de047
869,-29,31.849686,e280116060000205403e136b
66,-31,31.872543,e280116060000205403de047
67,-33,31.885082,e280116060000205403de047
68,-30,31.897382,e280116060000205403de047
870,-31,31.926002,e280116060000205403e136b
69,-33,31.940669,e280116060000205403de047
871,-30,31.959779,e280116060000205403e136b
872,-30,31.98452,e280116060000205403e136b
873,-30,32.015053,e280116060000205403e136b
874,-30,32.052445,e280116060000205403e136b
70,-31,32.076531,e280116060000205403de047
71,-33,32.096856,e280116060000205403de047
72,-33,32.110438,e280116060000205403de047
875,-30,32.134465,e280116060000205403e136b
73,-33,32.161214,e280116060000205403de047
74,-34,32.170191,e280116060000205403de047
75,-34,32.190533,e280116060000205403de047
76,-33,32.217595,e280116060000205403de047
876,-33,32.231916,e280116060000205403e136b
77,-33,32.273125,e280116060000205403de047
78,-34,32.293836,e280116060000205403de047
79,-33,32.306886,e280116060000205403de047
80,-32,32.325313,e280116060000205403de047
81,-32,32.337874,e280116060000205403de047
82,-29,32.356591,e280116060000205403de047
83,-29,32.37492,e280116060000205403de047
877,-33,32.383174,e280116060000205403e136b
878,-33,32.40397,e280116060000205403e136b
84,-34,32.412085,e280116060000205403de047
879,-31,32.422363,e280116060000205403e136b
85,-34,32.445608,e280116060000205403de047
86,-32,32.458328,e280116060000205403de047
880,-30,32.496218,e280116060000205403e136b
87,-33,32.513144,e280116060000205403de047
88,-32,32.531606,e280116060000205403de047
89,-32,32.557678,e280116060000205403de047
881,-31,32.577491,e280116060000205403e136b
90,-31,32.591454,e280116060000205403de047
882,-29,32.61679,e280116060000205403e136b
91,-31,32.642466,e280116060000205403de047
883,-31,32.650341,e280116060000205403e136b
92,-31,32.675408,e280116060000205403de047
93,-31,32.688267,e280116060000205403de047
884,-30,32.721184,e280116060000205403e136b
94,-30,32.735522,e280116060000205403de047
885,-31,32.752948,e280116060000205403e136b
886,-31,32.780694,e280116060000205403e136b
95,-29,32.811613,e280116060000205403de047
96,-29,32.836249,e280116060000205403de047
887,-29,32.844952,e280116060000205403e136b
97,-29,32.895129,e280116060000205403de047
98,-32,32.92007,e280116060000205403de047
99,-32,32.938595,e280116060000205403de047
100,-30,32.965486,e280116060000205403de047
888,-32,32.980998,e280116060000205403e136b
101,-32,32.999569,e280116060000205403de047
102,-30,33.013544,e280116060000205403de047
103,-31,33.041184,e280116060000205403de047
104,-30,33.085449,e280116060000205403de047
889,-30,33.135424,e280116060000205403e136b
890,-31,33.159497,e280116060000205403e136b
105,-29,33.180947,e280116060000205403de047
891,-31,33.20116,e280116060000205403e136b
106,-29,33.212275,e280116060000205403de047
892,-31,33.221875,e280116060000205403e136b
107,-29,33.232385,e280116060000205403de047
893,-31,33.242658,e280116060000205403e136b
108,-32,33.260397,e280116060000205403de047
109,-29,33.273995,e280116060000205403de047
110,-29,33.290554,e280116060000205403de047
111,-29,33.311079,e280116060000205403de047
112,-29,33.33871,e280116060000205403de047
113,-29,33.351015,e280116060000205403de047
894,-30,33.367233,e280116060000205403e136b
114,-30,33.382136,e280116060000205403de047
115,-29,33.403219,e280116060000205403de047
895,-30,33.425871,e280116060000205403e136b
116,-31,33.458639,e280116060000205403de047
117,-30,33.485215,e280116060000205403de047
118,-29,33.501998,e280116060000205403de047
119,-29,33.514631,e280116060000205403de047
896,-29,33.533433,e280116060000205403e136b
120,-29,33.546119,e280116060000205403de047
121,-31,33.571916,e280116060000205403de047
122,-30,33.585581,e280116060000205403de047
123,-30,33.616009,e280116060000205403de047
897,-32,33.630833,e280116060000205403e136b
124,-31,33.675486,e280116060000205403de047
125,-30,33.687656,e280116060000205403de047
898,-29,33.711035,e280116060000205403e136b
899,-31,33.731606,e280116060000205403e136b
126,-32,33.750181,e280116060000205403de047
900,-32,33.772949,e280116060000205403e136b
901,-32,33.78666,e280116060000205403e136b
902,-31,33.820907,e280116060000205403e136b
127,-31,33.831535,e280116060000205403de047
128,-31,33.850361,e280116060000205403de047
129,-31,33.862671,e280116060000205403de047
903,-31,33.87941,e280116060000205403e136b
904,-31,33.899588,e280116060000205403e136b
905,-31,33.919105,e280116060000205403e136b
130,-32,33.939727,e280116060000205403de047
131,-32,33.958479,e280116060000205403de047
132,-31,33.970668,e280116060000205403de047
133,-34,33.983064,e280116060000205403de047
134,-29,34.004126,e280116060000205403de047
906,-29,34.013751,e280116060000205403e136b
135,-29,34.022503,e280116060000205403de047
136,-29,34.035421,e280116060000205403de047
907,-32,34.058325,e280116060000205403e136b
137,-33,34.092638,e280116060000205403de047
138,-34,34.126624,e280116060000205403de047
139,-34,34.139006,e280116060000205403de047
908,-31,34.162286,e280116060000205403e136b
140,-29,34.171197,e280116060000205403de047
141,-29,34.183998,e280116060000205403de047
909,-32,34.196153,e280116060000205403e136b
