,prx,time (s),epc96
0,-29,29.012329,e280116060000205403de047
1,-29,29.043419,e280116060000205403de047
2,-29,29.052815,e280116060000205403de047
3,-29,29.077646,e280116060000205403de047
797,-30,29.093358,e280116060000205403e136b
4,-29,29.108281,e280116060000205403de047
798,-31,29.118305,e280116060000205403e136b
5,-29,29.126849,e280116060000205403de047
6,-29,29.138979,e280116060000205403de047
799,-30,29.146997,e280116060000205403e136b
800,-30,29.165571,e280116060000205403e136b
801,-30,29.197012,e280116060000205403e136b
802,-30,29.224603,e280116060000205403e136b
7,-29,29.238927,e280116060000205403de047
803,-30,29.266025,e280116060000205403e136b
804,-30,29.278148,e280116060000205403e136b
805,-30,29.296352,e280116060000205403e136b
8,-31,29.313939,e280116060000205403de047
9,-32,29.339809,e280116060000205403de047
806,-32,29.356091,e280116060000205403e136b
10,-31,29.363941,e280116060000205403de047
807,-32,29.388238,e280116060000205403e136b
11,-31,29.411757,e280116060000205403de047
808,-31,29.421875,e280116060000205403e136b
809,-31,29.44974,e280116060000205403e136b
12,-30,29.467186,e280116060000205403de047
13,-32,29.488044,e280116060000205403de047
810,-33,29.504852,e280116060000205403e136b
14,-30,29.519161,e280116060000205403de047
811,-31,29.531025,e280116060000205403e136b
15,-30,29.544413,e280116060000205403de047
812,-31,29.558464,e280116060000205403e136b
16,-30,29.579203,e280116060000205403de047
813,-31,29.589598,e280116060000205403e136b
814,-31,29.608018,e280116060000205403e136b
17,-32,29.637855,e280116060000205403de047
18,-32,29.650014,e280116060000205403de047
815,-31,29.660194,e280116060000205403e136b
816,-31,29.684988,e280116060000205403e136b
817,-29,29.712137,e280116060000205403e136b
19,-29,29.733436,e280116060000205403de047
818,-30,29.748885,e280116060000205403e136b
20,-30,29.780233,e280116060000205403de047
819,-33,29.822916,e280116060000205403e136b
820,-32,29.841414,e280116060000205403e136b
21,-34,29.876668,e280116060000205403de047
22,-34,29.895025,e280116060000205403de047
821,-32,29.944341,e280116060000205403e136b
23,-33,29.977222,e280116060000205403de047
822,-31,29.990594,e280116060000205403e136b
24,-34,30.009604,e280116060000205403de047
823,-32,30.028944,e280116060000205403e136b
824,-32,30.063438,e280116060000205403e136b
825,-32,30.104927,e280116060000205403e136b
25,-33,30.119025,e280116060000205403de047
826,-32,30.145896,e280116060000205403e136b
827,-32,30.161374,e280116060000205403e136b
828,-32,30.173794,e280116060000205403e136b
26,-29,30.188262,e280116060000205403de047
27,-30,30.201976,e280116060000205403de047
829,-30,30.226781,e280116060000205403e136b
830,-30,30.23362,e280116060000205403e136b
28,-33,30.241922,e280116060000205403de047
29,-34,30.266536,e280116060000205403de047
30,-31,30.279279,e280116060000205403de047
831,-31,30.309518,e280116060000205403e136b
832,-31,30.323278,e280116060000205403e136b
833,-32,30.353671,e280116060000205403e136b
31,-33,30.382564,e280116060000205403de047
32,-32,30.394828,e280116060000205403de047
834,-30,30.408537,e280116060000205403e136b
835,-30,30.420783,e280116060000205403e136b
33,-32,30.441095,e280116060000205403de047
34,-33,30.479682,e280116060000205403de047
35,-33,30.513664,e280116060000205403de047
836,-29,30.524443,e280116060000205403e136b
36,-31,30.551959,e280116060000205403de047
37,-33,30.559076,e280116060000205403de047
38,-32,30.573232,e280116060000205403de047
39,-32,30.613666,e280116060000205403de047
837,-31,30.638677,e280116060000205403e136b
838,-33,30.653989,e280116060000205403e136b
40,-33,30.67121,e280116060000205403de047
839,-33,30.680008,e280116060000205403e136b
840,-33,30.707848,e280116060000205403e136b
841,-33,30.74234,e280116060000205403e136b
842,-31,30.762822,e280116060000205403e136b
41,-31,30.773167,e280116060000205403de047
843,-30,30.789936,e280116060000205403e136b
844,-30,30.803627,e280116060000205403e136b
42,-29,30.821584,e280116060000205403de047
845,-31,30.836648,e280116060000205403e136b
846,-31,30.855254,e280116060000205403e136b
847,-32,30.882792,e280116060000205403e136b
43,-31,30.890362,e280116060000205403de047
44,-30,30.903015,e280116060000205403de047
45,-31,30.915511,e280116060000205403de047
848,-32,30.931659,e280116060000205403e136b
849,-33,30.969467,e280116060000205403e136b
46,-30,31.023095,e280116060000205403de047
850,-32,31.053893,e280116060000205403e136b
851,-32,31.07237,e280116060000205403e136b
852,-32,31.08507,e280116060000205403e136b
47,-30,31.114757,e280116060000205403de047
48,-29,31.128488,e280116060000205403de047
49,-29,31.159378,e280116060000205403de047
50,-29,31.179846,e280116060000205403de047
853,-30,31.189583,e280116060000205403e136b
51,-31,31.200432,e280116060000205403de047
52,-31,31.221188,e280116060000205403de047
854,-33,31.23859,e280116060000205403e136b
855,-33,31.251177,e280116060000205403e136b
856,-31,31.26403,e280116060000205403e136b
53,-29,31.29828,e280116060000205403de047
54,-29,31.336525,e280116060000205403de047
55,-29,31.363979,e280116060000205403de047
857,-29,31.383643,e280116060000205403e136b
56,-29,31.401062,e280116060000205403de047
858,-29,31.42296,e280116060000205403e136b
859,-32,31.43678,e280116060000205403e136b
860,-31,31.466919,e280116060000205403e136b
57,-30,31.493276,e280116060000205403de047
861,-31,31.50826,e280116060000205403e136b
58,-29,31.517894,e280116060000205403de047
59,-30,31.536484,e280116060000205403de047
60,-30,31.582833,e280116060000205403de047
862,-31,31.601815,e280116060000205403e136b
61,-29,31.620696,e280116060000205403de047
863,-29,31.651097,e280116060000205403e136b
62,-31,31.660256,e280116060000205403de047
864,-32,31.678808,e280116060000205403e136b
63,-31,31.693779,e280116060000205403de047
865,-31,31.733489,e280116060000205403e136b
866,-31,31.756492,e280116060000205403e136b
64,-31,31.783191,e280116060000205403de047
867,-30,31.805583,e280116060000205403e136b
868,-30,31.817986,e280116060000205403e136b
65,-32,31.832861,e280116060000205403de047
869,-31,31.849686,e280116060000205403e136b
66,-30,31.872543,e280116060000205403de047
67,-30,31.885082,e280116060000205403de047
68,-32,31.897382,e280116060000205403de047
870,-31,31.926002,e280116060000205403e136b
69,-33,31.940669,e280116060000205403de047
871,-31,31.959779,e280116060000205403e136b
872,-31,31.98452,e280116060000205403e136b
873,-31,32.015053,e280116060000205403e136b
874,-31,32.052445,e280116060000205403e136b
70,-33,32.076531,e280116060000205403de047
71,-32,32.096856,e280116060000205403de047
72,-34,32.110438,e280116060000205403de047
875,-32,32.134465,e280116060000205403e136b
73,-33,32.161214,e280116060000205403de047
74,-34,32.170191,e280116060000205403de047
75,-33,32.190533,e280116060000205403de047
76,-34,32.217595,e280116060000205403de047
876,-33,32.231916,e280116060000205403e136b
77,-33,32.273125,e280116060000205403de047
78,-29,32.293836,e280116060000205403de047
79,-33,32.306886,e280116060000205403de047
80,-29,32.325313,e280116060000205403de047
81,-31,32.337874,e280116060000205403de047
82,-33,32.356591,e280116060000205403de047
83,-33,32.37492,e280116060000205403de047
877,-31,32.383174,e280116060000205403e136b
878,-31,32.40397,e280116060000205403e136b
84,-34,32.412085,e280116060000205403de047
879,-31,32.422363,e280116060000205403e136b
85,-34,32.445608,e280116060000205403de047
86,-34,32.458328,e280116060000205403de047
880,-31,32.496218,e280116060000205403e136b
87,-32,32.513144,e280116060000205403de047
88,-32,32.531606,e280116060000205403de047
89,-32,32.557678,e280116060000205403de047
881,-30,32.577491,e280116060000205403e136b
90,-31,32.591454,e280116060000205403de047
882,-31,32.61679,e280116060000205403e136b
91,-29,32.642466,e280116060000205403de047
883,-29,32.650341,e280116060000205403e136b
92,-29,32.675408,e280116060000205403de047
93,-29,32.688267,e280116060000205403de047
884,-31,32.721184,e280116060000205403e136b
94,-32,32.735522,e280116060000205403de047
885,-32,32.752948,e280116060000205403e136b
886,-32,32.780694,e280116060000205403e136b
95,-31,32.811613,e280116060000205403de047
96,-29,32.836249,e280116060000205403de047
887,-30,32.844952,e280116060000205403e136b
97,-31,32.895129,e280116060000205403de047
98,-30,32.92007,e280116060000205403de047
99,-29,32.938595,e280116060000205403de047
100,-31,32.965486,e280116060000205403de047
888,-33,32.980998,e280116060000205403e136b
101,-29,32.999569,e280116060000205403de047
102,-31,33.013544,e280116060000205403de047
103,-30,33.041184,e280116060000205403de047
104,-30,33.085449,e280116060000205403de047
889,-30,33.135424,e280116060000205403e136b
890,-32,33.159497,e280116060000205403e136b
105,-30,33.180947,e280116060000205403de047
891,-32,33.20116,e280116060000205403e136b
106,-29,33.212275,e280116060000205403de047
892,-31,33.221875,e280116060000205403e136b
107,-29,33.232385,e280116060000205403de047
893,-31,33.242658,e280116060000205403e136b
108,-29,33.260397,e280116060000205403de047
109,-29,33.273995,e280116060000205403de047
110,-29,33.290554,e280116060000205403de047
111,-30,33.311079,e280116060000205403de047
112,-29,33.33871,e280116060000205403de047
113,-29,33.351015,e280116060000205403de047
894,-30,33.367233,e280116060000205403e136b
114,-29,33.382136,e280116060000205403de047
115,-29,33.403219,e280116060000205403de047
895,-30,33.425871,e280116060000205403e136b
116,-29,33.458639,e280116060000205403de047
117,-30,33.485215,e280116060000205403de047
118,-30,33.501998,e280116060000205403de047
119,-29,33.514631,e280116060000205403de047
896,-31,33.533433,e280116060000205403e136b
120,-32,33.546119,e280116060000205403de047
121,-31,33.571916,e280116060000205403de047
122,-30,33.585581,e280116060000205403de047
123,-31,33.616009,e280116060000205403de047
897,-31,33.630833,e280116060000205403e136b
124,-30,33.675486,e280116060000205403de047
125,-31,33.687656,e280116060000205403de047
898,-31,33.711035,e280116060000205403e136b
899,-31,33.731606,e280116060000205403e136b
126,-30,33.750181,e280116060000205403de047
900,-30,33.772949,e280116060000205403e136b
901,-30,33.78666,e280116060000205403e136b
902,-32,33.820907,e280116060000205403e136b
127,-31,33.831535,e280116060000205403de047
128,-32,33.850361,e280116060000205403de047
129,-31,33.862671,e280116060000205403de047
903,-29,33.87941,e280116060000205403e136b
904,-29,33.899588,e280116060000205403e136b
905,-29,33.919105,e280116060000205403e136b
130,-31,33.939727,e280116060000205403de047
131,-32,33.958479,e280116060000205403de047
132,-32,33.970668,e280116060000205403de047
133,-33,33.983064,e280116060000205403de047
134,-32,34.004126,e280116060000205403de047
906,-32,34.013751,e280116060000205403e136b
135,-33,34.022503,e280116060000205403de047
136,-29,34.035421,e280116060000205403de047
907,-29,34.058325,e280116060000205403e136b
137,-33,34.092638,e280116060000205403de047
138,-34,34.126624,e280116060000205403de047
139,-34,34.139006,e280116060000205403de047
908,-32,34.162286,e280116060000205403e136b
140,-34,34.171197,e280116060000205403de047
141,-34,34.183998,e280116060000205403de047
909,-34,34.196153,e280116060000205403e136b
